"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.GT-LJ001-0063","Answer.GT-LJ001-0072","Answer.bad-LJ001-0015","Answer.bad-LJ001-0094","Answer.base-LJ001-0051","Approve","Reject"
"35NNO802AVPZF98PZBS8DMLEFI6INK","3KTTL66PWHEWHAEXOC1U8773KLQHVI","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.01","Thu Oct 17 18:49:23 PDT 2019","117","BatchId:3805321;OriginalHitTemplateId:928390811;","1800","604800","Thu Oct 24 18:49:23 PDT 2019","","","3018Q3ZVOJK8B9FC6WMDUSYT1PKRAN","A7G6TFAYTV2FC","Submitted","Thu Oct 17 18:59:03 PDT 2019","Thu Oct 17 18:59:57 PDT 2019","Thu Oct 24 18:59:57 PDT 2019","","","","54","0% (0/0)","0% (0/0)","0% (0/0)","4","4","1","1","4"
"35NNO802AVPZF98PZBS8DMLEFI6INK","3KTTL66PWHEWHAEXOC1U8773KLQHVI","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.01","Thu Oct 17 18:49:23 PDT 2019","117","BatchId:3805321;OriginalHitTemplateId:928390811;","1800","604800","Thu Oct 24 18:49:23 PDT 2019","","","30H4UDGLT3CO1X8MQ78TYOTEUOKMP9","A2LZ5AVXVIJUXJ","Submitted","Thu Oct 17 18:50:27 PDT 2019","Thu Oct 17 18:51:48 PDT 2019","Thu Oct 24 18:51:48 PDT 2019","","","","81","0% (0/0)","0% (0/0)","0% (0/0)","4","5","2","2","3"
"35NNO802AVPZF98PZBS8DMLEFI6INK","3KTTL66PWHEWHAEXOC1U8773KLQHVI","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.01","Thu Oct 17 18:49:23 PDT 2019","117","BatchId:3805321;OriginalHitTemplateId:928390811;","1800","604800","Thu Oct 24 18:49:23 PDT 2019","","","30LB5CDZND4LCN3LOBJXRPOF1KQZ0W","A34QVV6QUHYMST","Rejected","Thu Oct 17 18:51:04 PDT 2019","Thu Oct 17 18:51:28 PDT 2019","Thu Oct 24 18:51:28 PDT 2019","","Thu Oct 17 19:11:49 PDT 2019","Sorry, you did not pass the hidden quality assurance test.","24","0% (0/1)","0% (0/1)","0% (0/1)","3","3","3","4","4"
"35NNO802AVPZF98PZBS8DMLEFI6INK","3KTTL66PWHEWHAEXOC1U8773KLQHVI","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.01","Thu Oct 17 18:49:23 PDT 2019","117","BatchId:3805321;OriginalHitTemplateId:928390811;","1800","604800","Thu Oct 24 18:49:23 PDT 2019","","","30LB5CDZND4LCN3LOBJXRPOF1LS0Z1","A2P7LKVCMHI1C5","Submitted","Thu Oct 17 21:50:15 PDT 2019","Thu Oct 17 21:53:23 PDT 2019","Thu Oct 24 21:53:23 PDT 2019","","","","188","0% (0/0)","0% (0/0)","0% (0/0)","4","4","2","2","4"
"35NNO802AVPZF98PZBS8DMLEFI6INK","3KTTL66PWHEWHAEXOC1U8773KLQHVI","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.01","Thu Oct 17 18:49:23 PDT 2019","117","BatchId:3805321;OriginalHitTemplateId:928390811;","1800","604800","Thu Oct 24 18:49:23 PDT 2019","","","3137ONMDKHZKCWNA6QUNR7ADKWTGEZ","A1SRJKD5QTAOM","Submitted","Thu Oct 17 22:44:15 PDT 2019","Thu Oct 17 22:45:47 PDT 2019","Thu Oct 24 22:45:47 PDT 2019","","","","92","0% (0/0)","0% (0/0)","0% (0/0)","5","4","1","1","4"
"35NNO802AVPZF98PZBS8DMLEFI6INK","3KTTL66PWHEWHAEXOC1U8773KLQHVI","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.01","Thu Oct 17 18:49:23 PDT 2019","117","BatchId:3805321;OriginalHitTemplateId:928390811;","1800","604800","Thu Oct 24 18:49:23 PDT 2019","","","31JLPPHS2VO5UBOB5PQZDPFIKSAO3H","AAO3E09KUF9ZB","Submitted","Thu Oct 17 19:20:02 PDT 2019","Thu Oct 17 19:21:15 PDT 2019","Thu Oct 24 19:21:15 PDT 2019","","","","73","0% (0/0)","0% (0/0)","0% (0/0)","4","4","1","1","3"
"35NNO802AVPZF98PZBS8DMLEFI6INK","3KTTL66PWHEWHAEXOC1U8773KLQHVI","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.01","Thu Oct 17 18:49:23 PDT 2019","117","BatchId:3805321;OriginalHitTemplateId:928390811;","1800","604800","Thu Oct 24 18:49:23 PDT 2019","","","31LM9EDVOMMYX4QO7VI9E7W2QF3JNL","A1KAIG31NKHNTU","Submitted","Thu Oct 17 20:48:01 PDT 2019","Thu Oct 17 20:49:09 PDT 2019","Thu Oct 24 20:49:09 PDT 2019","","","","68","0% (0/0)","0% (0/0)","0% (0/0)","4","4","1","1","3"
"35NNO802AVPZF98PZBS8DMLEFI6INK","3KTTL66PWHEWHAEXOC1U8773KLQHVI","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.01","Thu Oct 17 18:49:23 PDT 2019","117","BatchId:3805321;OriginalHitTemplateId:928390811;","1800","604800","Thu Oct 24 18:49:23 PDT 2019","","","31T4R4OBOTAMM5SVHWKYV6XH0I9C7D","A2VJXJEP3DRMN1","Submitted","Thu Oct 17 23:19:08 PDT 2019","Thu Oct 17 23:20:33 PDT 2019","Thu Oct 24 23:20:33 PDT 2019","","","","85","0% (0/0)","0% (0/0)","0% (0/0)","2","4","1","1","3"
"35NNO802AVPZF98PZBS8DMLEFI6INK","3KTTL66PWHEWHAEXOC1U8773KLQHVI","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.01","Thu Oct 17 18:49:23 PDT 2019","117","BatchId:3805321;OriginalHitTemplateId:928390811;","1800","604800","Thu Oct 24 18:49:23 PDT 2019","","","31UV0MXWNR6YC40CLD1N8PHGMF75IY","A366FRYRD1VU5D","Submitted","Thu Oct 17 20:10:13 PDT 2019","Thu Oct 17 20:12:01 PDT 2019","Thu Oct 24 20:12:01 PDT 2019","","","","108","0% (0/0)","0% (0/0)","0% (0/0)","5","4","1","1","5"
"35NNO802AVPZF98PZBS8DMLEFI6INK","3KTTL66PWHEWHAEXOC1U8773KLQHVI","How natural (i.e. human-sounding) is this recording?","How natural (i.e. human-sounding) is this recording?","audio, naturalness, rating","$0.01","Thu Oct 17 18:49:23 PDT 2019","117","BatchId:3805321;OriginalHitTemplateId:928390811;","1800","604800","Thu Oct 24 18:49:23 PDT 2019","","","31Z0PCVWUL938MU63IFOKGXLO207TE","APKO12PP5J5LW","Rejected","Thu Oct 17 21:16:49 PDT 2019","Thu Oct 17 21:18:07 PDT 2019","Thu Oct 24 21:18:07 PDT 2019","","Thu Oct 17 22:32:17 PDT 2019","Sorry, you didn't pass our hidden quality assurance tests.","78","0% (0/1)","0% (0/1)","0% (0/1)","5","5","5","3","1"
